rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_category,source_row_id,source_dataset,source_path
1.0,not what it claims to do,nothing special  unfortunately i waited too long to return them ....  no results at all  dont waste your money,B01AKTGHFW,B01AKTGHFW,AHGAOIZVODNHYMNCBV4DECZH42UQ,1500768914981,0,True,All_Beauty,28,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,I'll stick to my 5 blade razor.,"I think I need to stick with my 5 blade razor. This razor is not only difficult to hold & is made of a hard slick plastic with no grippers, but doesn't shave as well as my 5 blade razor. The style is nice, but the functionality is not.",B07K8VTT6M,B07K8VTT6M,AGC3Q6IXOVLTTDMS4Q55FPYUF6FQ,1589724040497,0,True,All_Beauty,30,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Ineffective,A total waste of money.  I get better results using a tea bag to alleviate under eye swelling.,B083BDVS36,B083BDVS36,AHZ6XMOLEWA67S3TX7IWEXXGWSOA,1621356942148,0,True,All_Beauty,31,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
1.0,Don’t bother,Normally I like NYX products but not this one. It leaves a funny coating on your eyebrows and pushes them down so much they look thinner than they are.<br />Not worth it.,B01M5KNSQN,B01M5KNSQN,AFETVW7S5M4LVJ7GTWPCKT7S3YBQ,1649634131604,0,True,All_Beauty,40,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Not worth it,These fall apart easily...I would not buy again,B07KDNK11M,B07KDNK11M,AGF42GID7QWDCNFTJRCTMKAITJJA,1607532414595,1,True,All_Beauty,41,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
1.0,waste of money,Plastic does not bend for matching your brows and will not lay against your skin for tinting at all. The shapes included are way too large and do not match the natural brow lines. Total waste of money.,B09FF97RHL,B09FF97RHL,AGVVUU3QRQBHNASSGI5YQLPYOI2Q,1648824907536,0,True,All_Beauty,47,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Not sure what this is but it's rough,This is rough on the skin.  I don't like it.  Not sure what it's supposed to do.,B09CQ4PXLN,B09CQ4PXLN,AHATA6X6MYTC3VNBFJ3WIYVK257A,1640916617087,0,False,All_Beauty,60,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
1.0,"cheap stuff... bumpy surface, paint is ...","cheap stuff... bumpy surface, paint is chipping off after one use. It's not worth printing a return label, or a drive to ups.",B01FVUMG28,B01FVUMG28,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1485824872000,2,True,All_Beauty,122,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,I recommend this product to other customers,"I've worn this for 3 days, I'm a little disappointed the black paint had already started to chip off.",B0093EQX6Y,B0093EQX6Y,AG7WKTZINOFIXMZJYIPKIB7PV7NQ,1438740353000,0,True,All_Beauty,123,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
1.0,Got Halloween makeup kit damaged \],"I read the description and thought this was something different than it was.  I DID get what I ordered, but it is damaged and the package is open, with paint leaking.  I think this happened prior to it being packed for my order because the packing seemed fine between shipper and me. Scared will have bacteria so not using.  Not what I'd hoped to get regardless but cute halloween makeup kit and I assume there are stencils in there somewhere.  I don't want to open it due to obvious paint leaking inside.  Don't trust manufacturing",B0B7RBK4NJ,B0B7RBK4NJ,AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,1662827578220,0,False,All_Beauty,131,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Not as good as before,OK at best.  The teeth bend and break in my pocket.  That never happened with previous Ace combs.  They're making them cheaper.,B01G5TZ6BM,B01G5TZ6BM,AFRVV3L6CJUHLLKWA3PIG7JCYJQQ,1479946947000,1,True,All_Beauty,167,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
1.0,My hair is falling out!  DON’T get it!,Don’t get it!  My hair is falling out!  PLEASE google and research these products!  My hair has been falling out from the roots for 4 weeks now!  I’ve lost about a third of my hair so far and it’s still falling out!!!,B09WSVFSGJ,B09WSVFSGJ,AHGCCTL7DBBD7FK4RFYAJS53BGOA,1660780044308,8,True,All_Beauty,174,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Still have stretch marks,Have yet to notice any change have been using this product for awhile now,B07FQG965K,B07FQG965K,AFFFV4Y35FUSSYUMRHYV4P34X2MA,1541698828578,0,True,All_Beauty,185,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,"Lotion-zip, too heavily scented, lip balm excellent!",I received this gift set for Christmas. My husband ordered it from Amazon. The lip balm gets 5 stars! It’s my favorite. The lotion is such a strong offensive scent that I cannot wear it. I haven’t tried the little bottle yet since the lotion is so heavily scented.,B0778WCBMF,B0778WCBMF,AHCZKT34YZL3CVXYVH2CNKQDCYBA,1547272724448,0,False,All_Beauty,186,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Pretty headband but it is too slinky to stay put in my hair,I thought I would love this headband. It is gorgeous and feels great but the material it is made of is so slippery that it keeps sliding off my hair. It is only for this reason I rated this 2 stars as it is not for me.,B092M1WFTR,B092M1WFTR,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,1626477225322,1,False,All_Beauty,209,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Smells wonderful but suds sting my eyes & bar size is a joke and $$$$$$$$$$,"This bar of facial soap smells wonderful, lathers well, and feels great using EXCEPT the suds sting my eyes. Also, the bar size is like those hotel travel bars. At the current price of $8, that is absolutely insane. I would not expect to purchase this for more than $2 a bar and that is even expensive for this tiny size. In addition to the price, the fact that it stings if one accidentally gets suds in their eye is also a negative.",B0929H24R1,B0929H24R1,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,1622389389771,2,False,All_Beauty,221,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
2.0,Beautiful brush but it stinks like rubber tires; YUCK; price is INSANE,"At the current price of $48, this is insanely expensive. Yes the brush is a beautiful blue, with a fantastic gloss, and looks great, feels nice in my hands, and brushes my fine short to medium curly hair well. However, the brush stinks to high heaven and reminds me of the smell of burning rubber tires. Unfortunately, I cannot use this in this condition because I am extremely sensitive to offensive odors.",B08GFLMGN2,B08GFLMGN2,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,1621202702614,1,False,All_Beauty,224,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,Meh,These were lightweight and soft but much too small for my liking. I would have preferred two of these together to make one loc. For that reason I will not be repurchasing.,B088SZDGXG,B08BBQ29N5,AEYORY2AVPMCPDV57CE337YU5LXA,1634275259292,0,True,All_Beauty,8,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,Not what I thought I would be getting,"I was very disappointed when I got this facial scrub. I had assumed it was like other scrubs I use but it wasn't. This is a powder which you need to mix with water to make a paste before you put it on your face. I have a tendency to like to use scrubs in the shower with me, so this extra step doesn't really work for me. As far as the scrubbing factor goes, it's ok. I didn't feel a real smoothing or softening of my skin after use the way I have with others. The biggest plus is the fragrance (i love the smell of oranges). I won't be repurchasing.",B08DHTJ25J,B08DHTJ25J,AFSKPY37N3C43SOI5IEXEK5JSIYA,1626211245370,0,False,All_Beauty,11,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,Just ok,"I try to get Keratin treatments every 3 months, but honestly it has been getting costly. So, when I saw this I was excited to try it. I found it difficult to use and almost impossible to get to saturate the back of my hair and straight iron it the way they do in the salon. Front and sides were ok, but I couldn't maneuver the back to get it straight. Then I saw the ingredients after the first time and saw it contained formaldehyde and that was the last time I used the actual treatment. I did, however, use the shampoo and conditioner (and I still am). I wish they sold the S&C separate because I really did like it and I am always in the market for a good hair wash which won't strip my hair between treatments. I will resume my regular treatments at my salon.",B07SLFWZKN,B07SLFWZKN,AFSKPY37N3C43SOI5IEXEK5JSIYA,1619737501209,0,False,All_Beauty,13,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,Didn't do much and difficult to place and maintain on your face,"When I saw this, I was thrilled to be able to try it. I have suffered from bags and dark circles under my eyes for years now. I have been 'using' this for almost three weeks and I am not happy with it. First, it's almost impossible for me to keep it in place under my eyes. They come wet out of the packet and I was unsure what side was supposed to be placed on my skin. They do not stay in place and I found them falling off easily. Of course, maybe it was me or my skin, so please don't just rely on my review (read others). I will not be reordering.",B08M3C6LVS,B08M3C6LVS,AFSKPY37N3C43SOI5IEXEK5JSIYA,1607339460872,0,False,All_Beauty,16,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,I just don't get it,"I don't see the fuss with this toothbrush. As was mentioned in other reviews, it is smaller and more lightweight than other rechargeable toothbrushes. But, beyond that, I just don't get i. I stopped using my older Phillips Sonicare to use this for the past two+ weeks. The vibrations on this brush are very small and I find myself pushing the toothbrush into my teeth and scrubbing to be sure they are getting clean. Maybe there is some secret sonic vibration thing going on, but it didn't happen for me. If I didn't actually have to still 'brush my teeth' manually with this electric toothbrush, maybe it would be fine. However, it's not the case. Without manual intervention, my teeth did not feel clean. As an fyi, I stopped using it this morning and went back to my Phillips.",B00JMDPK8S,B00JMDPK8S,AFSKPY37N3C43SOI5IEXEK5JSIYA,1404402463000,0,False,All_Beauty,23,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,just ok,its OK  not as good as the  original Wet Brush  just a knock off,B077SRDVG9,B077SRDVG9,AHGAOIZVODNHYMNCBV4DECZH42UQ,1522091824726,0,True,All_Beauty,27,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,replacement filing discs,I purchased the tool for my 80 year old mom because she like to file her own toes and fingers.  This tool makes it so she can.  The thing I don't like?  That you have to purchase ALL four files - the buffing files (2 of the 4) are useless.  So - it would be nice to be able just to purchase the green and blue ones.  The buffing files just go into the trash.,B082FLP15V,B082FLP15V,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1592452852671,1,True,All_Beauty,35,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
3.0,It does work,Be careful there are 3 similar looking packets in the box. 2 are peels and 1 is a moisture mask.,B07NSR3CKR,B07NSR3CKR,AH4O5W3EM4CKQGHMBVTSPCJRYF7Q,1559999072586,0,True,All_Beauty,50,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Such a lovely scent but not overpowering.,"This spray is really nice. It smells really good, goes on really fine, and does the trick. I will say it feels like you need a lot of it though to get the texture I want. I have a lot of hair, medium thickness. I am comparing to other brands with yucky chemicals so I'm gonna stick with this. Try it!",B00YQ6X8EO,B00YQ6X8EO,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1588687728923,0,True,All_Beauty,1,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
4.0,Works great but smells a little weird.,"This product does what I need it to do, I just wish it was odorless or had a soft coconut smell. Having my head smell like an orange coffee is offputting. (granted, I did know the smell was described but I was hoping it would be light)",B081TJ8YS3,B081TJ8YS3,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1588615855070,1,True,All_Beauty,2,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
4.0,Pretty Color,The polish was quiet thick and did not apply smoothly. I let dry overnight before adding a second coat since it was so thick.,B00R8DXL44,B00R8DXL44,AGMJ3EMDVL6OWBJF7CA5RGJLXN5A,1598567408138,0,True,All_Beauty,6,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Handy,"Great for many tasks.  I purchased these for makeup removal.  No makeup on your washcloths.  Disposable, so great for travel.  Soft.  Absorbant.",B099DRHW5V,B099DRHW5V,AHREXOGQPZDA6354MHH4ETSF3MCQ,1631885519443,0,True,All_Beauty,7,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Great for at home use and so easy to use!,This is perfect for my between salon visits. I have been using this now twice a week for over a month and I absolutely love it! My skin looks amazing and feels super smooth and silky. This is also super easy to use (just follow instructions). I can see already that I will begin expanding the time between visits which will definitely help me save money in the long run. Highly recommend!,B08P2DZB4X,B08P2DZB4X,AFSKPY37N3C43SOI5IEXEK5JSIYA,1627391044559,0,False,All_Beauty,9,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Nice shampoo for the money,"I get Keratin treatments at the salon at least 3-4 times a year (would do it more often if I could afford it). I am always in the market to use products that can help extend my salon visits. This Keratin shampoo is really nice. It is sulfate free (which is the first thing I look for ) and makes my hair feel silky smooth and soft. I highly recommend for anyone who wants to improve the texture and appearance of your hair. I really like the fragrance, too.",B086QY6T7N,B086QY6T7N,AFSKPY37N3C43SOI5IEXEK5JSIYA,1626614511145,0,False,All_Beauty,10,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,A little goes a long way!,"This is a really nice moisturizing lotion. It goes on lightly and is readily absorbed into my skin. My skin feels amazingly softer and smoother and allows for a nice base for my makeup to be applied over. You only need a small pea sized amount to cover your entire face and neck. Highly recommend for all skin types, ages and for women as well as men.",B07RBSLNFR,B07RBSLNFR,AFSKPY37N3C43SOI5IEXEK5JSIYA,1621184430697,0,False,All_Beauty,12,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Good quality hair brush!,"Really nice small brush. Made well, nice wood made with boar bristle, my son absolutely loves this. It brushes his hair well and keeps him looking his best. This compact size makes it nice to keep in the center console of his car or to take on vacation with him. Highly recommend!",B08JTNQFZY,B08JTNQFZY,AFSKPY37N3C43SOI5IEXEK5JSIYA,1617904219785,0,False,All_Beauty,14,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Great refreshing skin care routine!,"I had never tried anything for my skin consisting of pomegranate, so I was anxious to try this. It actually is an entire skin care regimine containing a cleanser, a toner, a facial cream, an eye cream and overall moisurizers. I actually was quite surprised how well this worked from start to finish. It was nice having an entire skin care routine in one package (instead of me working with various separate products. Fragrance is light and smells almost apple-like (but very light). I particularly like the cleanser and the toner. It also comes in a beautiful gift box so this would make a wonderful gift for someone. I bought another for my mother-in-law and plan to give it to her when we visit next month. Highly recommend!",B08GLG6W8T,B08GLG6W8T,AFSKPY37N3C43SOI5IEXEK5JSIYA,1613319236253,0,False,All_Beauty,15,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,"Quality hair iron, works perfectly to straighten my hair!","This is a great hair straightener. Heats up quickly and evenly, makes it easy to take the curl out of my naturally wavy hair. It fits easily in my hand and maneuvers around the front and back of my head easily. Does not heat up my countertop (keeps the heat on the iron). I love this pink, too, it matches my decor perfectly. I highly recommend this Bellezza styler.",B07GHPCT6T,B07GHPCT6T,AFSKPY37N3C43SOI5IEXEK5JSIYA,1598212476613,0,False,All_Beauty,17,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Great all natural ear swabs!,"I really like these ear swabs. First they come in a large, handy box and are easy to store (will last a long time). Second, they are all organic and good for the environment. Third, they are strong and don't fall apart very easily. I highly recommend these over Q-Tips (which I have used for years).",B07KG1TWP5,B07KG1TWP5,AFSKPY37N3C43SOI5IEXEK5JSIYA,1596473351088,0,False,All_Beauty,18,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Wonderful overnight cream!,"To be honest, I rarely have used an overnight cream. Typically, my skin care routine is the same morning and night (wash, apply hyalauronic serum, and some kind of moistutrizer). So, when I saw this Iryasa cream I wanted to try it. Easy to apply, you can immediately feel the moisture starting to work. I do apply this about 30 minutes before I actually go to sleep to allow it time to be absorbed (before putting my face on my pillow) as it is a thicker type of cream and needs time. My skin in the morning feels better than ever. Soft and supple, I definitely feel a difference after using this for over 2 weeks now. I highly recommend this cream for women and men.",B07W397QG4,B07W397QG4,AFSKPY37N3C43SOI5IEXEK5JSIYA,1593352422858,1,False,All_Beauty,19,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Nice manicure set for men or women,"This a really cute kit which would make for a great gift for someone. It is in a little leather like pouch and has everything you need to give yourself a quality manicure. The nail clipper is a perfect size and works just as well on a women or man's nails. The file is nice as well (although I still prefer to use emory boards on mine). I actually bought another one of these to give to my son as a stocking stuffer this last Christmas for him to use at college. Just a nice, quality made kit at a reasonable price.",B07J3GH1W1,B07J3GH1W1,AFSKPY37N3C43SOI5IEXEK5JSIYA,1547589356557,0,False,All_Beauty,21,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Great combo pack. Wish I had been using this years ago!,"I love this combo package, particularly the flosser. This makes a great gift package for someone you love, giving them everything they need to keep their mouth/gum health optimal. I have had issues (particularly gums) for the past 5 years. No ones fault but my own for not taking care of my mouth the way I should have all these years. This flosser is great. I fill it with Act Restoring mouthwash and use it after brushing. It amazes me how much stuff this flosser removes with a simple puff of air. Of course, you can purchase both these items separately, but you save in getting them together. Sonicare  makes the best tooth/gum care products on the market bar none!",B01M7UMAUG,B01M7UMAUG,AFSKPY37N3C43SOI5IEXEK5JSIYA,1508770624887,0,False,All_Beauty,22,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,You won’t regret this purchase.,"Got my new eyebrows in mail today.  Magically my baby caterpillars grew into gorgeous mama size ones.  Papa caterpillar loved the look.  And the eyebrow pen, tweezers and brow shaper templates were just an extra nice bonus!  Thank you.",B07ZJKVVLW,B07ZJKVVLW,AHPUT3ITXCHQJO7OMF74LEMYHIVA,1578611984772,430,True,All_Beauty,25,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,nice sized !,i had a small one  that just got destroyed  these wires are much longer and bigger  i expect to live a lot longer than the tiny one i had !,B082QX2HP6,B082QX2HP6,AHGAOIZVODNHYMNCBV4DECZH42UQ,1584799493853,0,True,All_Beauty,26,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Moisturizing and cost efficient,I love the cocoa butter and shea butter. I hear the shea butter up and whip it until it softens.,B079SMVSYW,B079SMVSYW,AFGEM6BXCYHUILEOA3P2ZYBEF2TA,1603130609586,0,True,All_Beauty,29,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Love!,"Didn’t expect much but got a nice beautiful surprise! These are nothing short of awesome. Stay on your head - no matter how big your noggin is or how much crazy hair you have. I need to buy more - my daughters have taken all!! The price, quantity and quality is nothing short of “ best deal ever”!!!!",B07H6YGKVJ,B09FP8PP2K,AH6ZNRRCEEWR6P34CNLQ2LRLUU3Q,1568236063550,0,True,All_Beauty,32,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,clip rollers,"I purchased these to see if I could set my mom's hair.  She has fine, thin, short hair and I think these could be fun once in a while for a fluffy set.  Mom is 81.  These are super old school - hoping I can do it with a little foam styling product.",B00946GD7K,B00946HGLW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1596901440832,0,True,All_Beauty,34,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,They smell good. They are just the right size,I'm a BIG wet nap fan.  Always have been.  They smell good.  They are just the right size.  I carry them every where.  They don't leak like a bottle of hand santizer and fit in any pocket.  1000?  Yeah.  It's alot...but I'm happy to use them freely.  And quit looking for ways to pocket them at a restaurant.  :)  They arrived quickly (I have prime) and in very good shape!,B0020MKBNW,B0020MKBNW,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1406073199000,4,True,All_Beauty,36,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,QUICK RAIN PROTECTION,"Rrain hats are really handy when<br />one doesn't have an umbrella, and<br />easy to carry in a purse or pocket.",B00023J4AW,B00023J4AW,AFKNVFEXRGUGJAGMENCOWLVDYVCQ,1608936024878,0,True,All_Beauty,37,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
4.0,Good Product,"Worked out fine.  Just a bit tight, but o.k.",B005IYYF5E,B005IYYF5E,AFKNVFEXRGUGJAGMENCOWLVDYVCQ,1489880060000,0,True,All_Beauty,38,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
4.0,Great headbands,These are nice and fit well and the masks loop in the right place to stay on your face,B08DLGCYK8,B08DLGCYK8,AGF42GID7QWDCNFTJRCTMKAITJJA,1606300801565,0,True,All_Beauty,42,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Really nice quality,These are not what I was expecting. They are super nice quality and can almost be used as ear warmers. Vey thick and plush.  I ordered 3. One for my grand daughter and on for each of my nieces. They love them.,B081GCFHPG,B081GCFHPG,AE5DIA2HDWBPNGBO2FXN2PF4NQJA,1623459734108,0,True,All_Beauty,43,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
5.0,Nice and natural,"Very natural, light weight and good quality. I use on brides who are not use to lashes but still want a bit of length and definition.",B07H8Z3SMK,B07H8Z3SMK,AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,1585005652909,0,True,All_Beauty,44,McAuley-Lab/Amazon-Reviews-2023,raw/review_categories/All_Beauty.jsonl
